,Scientific Name,Year,Month,Latitude,Longitude,Country,Basis of Record,Dataset
24,Micropterus salmoides,2024,2,25.441612,-80.783679,United States of America,HUMAN_OBSERVATION,50c9509d-22c7-4a22-a47d-8c48425ef4a7
25,Micropterus salmoides,2024,2,25.382458,-80.609319,United States of America,HUMAN_OBSERVATION,50c9509d-22c7-4a22-a47d-8c48425ef4a7
26,Micropterus salmoides,2024,2,25.382078,-80.609171,United States of America,HUMAN_OBSERVATION,50c9509d-22c7-4a22-a47d-8c48425ef4a7
27,Micropterus salmoides,2024,2,25.383425,-80.605947,United States of America,HUMAN_OBSERVATION,50c9509d-22c7-4a22-a47d-8c48425ef4a7
28,Micropterus salmoides,2024,2,25.391037,-80.799272,United States of America,HUMAN_OBSERVATION,50c9509d-22c7-4a22-a47d-8c48425ef4a7
29,Micropterus salmoides,2024,2,28.712309,-81.436251,United States of America,HUMAN_OBSERVATION,50c9509d-22c7-4a22-a47d-8c48425ef4a7
30,Micropterus salmoides,2024,2,27.837908,-82.20882,United States of America,HUMAN_OBSERVATION,50c9509d-22c7-4a22-a47d-8c48425ef4a7
31,Micropterus salmoides,2024,2,25.286616,-80.898651,United States of America,HUMAN_OBSERVATION,50c9509d-22c7-4a22-a47d-8c48425ef4a7
32,Micropterus salmoides,2024,2,28.674654,-81.324672,United States of America,HUMAN_OBSERVATION,50c9509d-22c7-4a22-a47d-8c48425ef4a7
33,Micropterus salmoides,2024,2,27.911976,-82.774886,United States of America,HUMAN_OBSERVATION,50c9509d-22c7-4a22-a47d-8c48425ef4a7
34,Micropterus salmoides,2024,2,27.911976,-82.774886,United States of America,HUMAN_OBSERVATION,50c9509d-22c7-4a22-a47d-8c48425ef4a7
35,Micropterus salmoides,2024,2,27.911976,-82.774886,United States of America,HUMAN_OBSERVATION,50c9509d-22c7-4a22-a47d-8c48425ef4a7
36,Micropterus salmoides,2024,2,27.911976,-82.774886,United States of America,HUMAN_OBSERVATION,50c9509d-22c7-4a22-a47d-8c48425ef4a7
37,Micropterus salmoides,2024,2,27.912357,-82.771792,United States of America,HUMAN_OBSERVATION,50c9509d-22c7-4a22-a47d-8c48425ef4a7
38,Micropterus salmoides,2024,2,27.912357,-82.771792,United States of America,HUMAN_OBSERVATION,50c9509d-22c7-4a22-a47d-8c48425ef4a7
39,Micropterus salmoides,2024,2,31.467363,-83.533128,United States of America,HUMAN_OBSERVATION,50c9509d-22c7-4a22-a47d-8c48425ef4a7
40,Micropterus salmoides,2024,2,28.575077,-80.989477,United States of America,HUMAN_OBSERVATION,50c9509d-22c7-4a22-a47d-8c48425ef4a7
41,Micropterus salmoides,2024,2,27.974813,-82.71338,United States of America,HUMAN_OBSERVATION,50c9509d-22c7-4a22-a47d-8c48425ef4a7
42,Micropterus salmoides,2024,2,27.046336,-82.339858,United States of America,HUMAN_OBSERVATION,50c9509d-22c7-4a22-a47d-8c48425ef4a7
43,Micropterus salmoides,2024,2,25.441265,-80.783691,United States of America,HUMAN_OBSERVATION,50c9509d-22c7-4a22-a47d-8c48425ef4a7
44,Micropterus salmoides,2024,2,27.915874,-82.777375,United States of America,HUMAN_OBSERVATION,50c9509d-22c7-4a22-a47d-8c48425ef4a7
45,Micropterus salmoides,2024,2,27.912409,-82.77171,United States of America,HUMAN_OBSERVATION,50c9509d-22c7-4a22-a47d-8c48425ef4a7
46,Micropterus salmoides,2024,2,27.912409,-82.77171,United States of America,HUMAN_OBSERVATION,50c9509d-22c7-4a22-a47d-8c48425ef4a7
47,Micropterus salmoides,2024,2,27.325447,-82.432888,United States of America,HUMAN_OBSERVATION,50c9509d-22c7-4a22-a47d-8c48425ef4a7
48,Micropterus salmoides,2024,2,27.320346,-82.437837,United States of America,HUMAN_OBSERVATION,50c9509d-22c7-4a22-a47d-8c48425ef4a7
49,Micropterus salmoides,2024,2,36.154455,-79.144911,United States of America,HUMAN_OBSERVATION,50c9509d-22c7-4a22-a47d-8c48425ef4a7
50,Micropterus salmoides,2024,2,26.660325,-80.161286,United States of America,HUMAN_OBSERVATION,50c9509d-22c7-4a22-a47d-8c48425ef4a7
51,Micropterus salmoides,2024,2,26.659119,-80.161606,United States of America,HUMAN_OBSERVATION,50c9509d-22c7-4a22-a47d-8c48425ef4a7
52,Micropterus salmoides,2024,2,29.85973,-82.735397,United States of America,HUMAN_OBSERVATION,50c9509d-22c7-4a22-a47d-8c48425ef4a7
53,Micropterus salmoides,2024,2,31.46238,-83.784711,United States of America,HUMAN_OBSERVATION,50c9509d-22c7-4a22-a47d-8c48425ef4a7
54,Micropterus salmoides,2024,2,33.731129,-78.932288,United States of America,HUMAN_OBSERVATION,50c9509d-22c7-4a22-a47d-8c48425ef4a7
55,Micropterus salmoides,2024,2,33.731597,-78.932257,United States of America,HUMAN_OBSERVATION,50c9509d-22c7-4a22-a47d-8c48425ef4a7
56,Micropterus salmoides,2024,2,29.956539,-82.695233,United States of America,HUMAN_OBSERVATION,50c9509d-22c7-4a22-a47d-8c48425ef4a7
57,Micropterus salmoides,2024,2,28.123316,-82.50572,United States of America,HUMAN_OBSERVATION,50c9509d-22c7-4a22-a47d-8c48425ef4a7
58,Micropterus salmoides,2024,2,28.121249,-82.504893,United States of America,HUMAN_OBSERVATION,50c9509d-22c7-4a22-a47d-8c48425ef4a7
59,Micropterus salmoides,2024,2,28.121757,-82.504995,United States of America,HUMAN_OBSERVATION,50c9509d-22c7-4a22-a47d-8c48425ef4a7
60,Micropterus salmoides,2024,2,30.240006,-81.385259,United States of America,HUMAN_OBSERVATION,50c9509d-22c7-4a22-a47d-8c48425ef4a7
61,Micropterus salmoides,2024,2,27.908466,-81.284353,United States of America,HUMAN_OBSERVATION,50c9509d-22c7-4a22-a47d-8c48425ef4a7
62,Micropterus salmoides,2024,2,35.735789,-78.832988,United States of America,HUMAN_OBSERVATION,50c9509d-22c7-4a22-a47d-8c48425ef4a7
63,Micropterus salmoides,2024,2,25.382185,-80.608871,United States of America,HUMAN_OBSERVATION,50c9509d-22c7-4a22-a47d-8c48425ef4a7
64,Micropterus salmoides,2024,2,39.33,-0.63,Spain,HUMAN_OBSERVATION,95e635d4-f762-11e1-a439-00145eb45e9a
65,Micropterus salmoides,2024,2,39.23,-0.39,Spain,HUMAN_OBSERVATION,95e635d4-f762-11e1-a439-00145eb45e9a
66,Micropterus salmoides,2024,3,26.601522,-80.07988,United States of America,HUMAN_OBSERVATION,50c9509d-22c7-4a22-a47d-8c48425ef4a7
67,Micropterus salmoides,2024,3,32.33697,-81.823296,United States of America,HUMAN_OBSERVATION,50c9509d-22c7-4a22-a47d-8c48425ef4a7
68,Micropterus salmoides,2024,3,25.756704,-80.368957,United States of America,HUMAN_OBSERVATION,50c9509d-22c7-4a22-a47d-8c48425ef4a7
69,Micropterus salmoides,2024,3,29.081275,-81.57627,United States of America,HUMAN_OBSERVATION,50c9509d-22c7-4a22-a47d-8c48425ef4a7
70,Micropterus salmoides,2024,3,28.050792,-82.407286,United States of America,HUMAN_OBSERVATION,50c9509d-22c7-4a22-a47d-8c48425ef4a7
71,Micropterus salmoides,2024,3,28.121706,-82.504518,United States of America,HUMAN_OBSERVATION,50c9509d-22c7-4a22-a47d-8c48425ef4a7
72,Micropterus salmoides,2024,3,25.857034,-81.0333,United States of America,HUMAN_OBSERVATION,50c9509d-22c7-4a22-a47d-8c48425ef4a7
73,Micropterus salmoides,2024,3,26.499248,-80.070724,United States of America,HUMAN_OBSERVATION,50c9509d-22c7-4a22-a47d-8c48425ef4a7
74,Micropterus salmoides,2024,3,26.292088,-80.149055,United States of America,HUMAN_OBSERVATION,50c9509d-22c7-4a22-a47d-8c48425ef4a7
75,Micropterus salmoides,2024,3,26.298667,-80.142053,United States of America,HUMAN_OBSERVATION,50c9509d-22c7-4a22-a47d-8c48425ef4a7
76,Micropterus salmoides,2024,3,32.943642,-80.276756,United States of America,HUMAN_OBSERVATION,50c9509d-22c7-4a22-a47d-8c48425ef4a7
77,Micropterus salmoides,2024,3,32.943242,-80.278197,United States of America,HUMAN_OBSERVATION,50c9509d-22c7-4a22-a47d-8c48425ef4a7
78,Micropterus salmoides,2024,3,32.943713,-80.276855,United States of America,HUMAN_OBSERVATION,50c9509d-22c7-4a22-a47d-8c48425ef4a7
79,Micropterus salmoides,2024,3,28.360916,-81.617494,United States of America,HUMAN_OBSERVATION,50c9509d-22c7-4a22-a47d-8c48425ef4a7
80,Micropterus salmoides,2024,3,25.75845,-80.37364,United States of America,HUMAN_OBSERVATION,50c9509d-22c7-4a22-a47d-8c48425ef4a7
81,Micropterus salmoides,2024,3,27.180728,-82.460234,United States of America,HUMAN_OBSERVATION,50c9509d-22c7-4a22-a47d-8c48425ef4a7
82,Micropterus salmoides,2024,3,26.766775,-80.125075,United States of America,HUMAN_OBSERVATION,50c9509d-22c7-4a22-a47d-8c48425ef4a7
83,Micropterus salmoides,2024,3,28.644545,-81.306965,United States of America,HUMAN_OBSERVATION,50c9509d-22c7-4a22-a47d-8c48425ef4a7
84,Micropterus salmoides,2024,3,28.644485,-81.306932,United States of America,HUMAN_OBSERVATION,50c9509d-22c7-4a22-a47d-8c48425ef4a7
85,Micropterus salmoides,2024,3,28.106659,-82.639786,United States of America,HUMAN_OBSERVATION,50c9509d-22c7-4a22-a47d-8c48425ef4a7
86,Micropterus salmoides,2024,3,25.757092,-80.375437,United States of America,HUMAN_OBSERVATION,50c9509d-22c7-4a22-a47d-8c48425ef4a7
87,Micropterus salmoides,2024,3,26.345687,-81.539823,United States of America,HUMAN_OBSERVATION,50c9509d-22c7-4a22-a47d-8c48425ef4a7
88,Micropterus salmoides,2024,3,26.395122,-81.453394,United States of America,HUMAN_OBSERVATION,50c9509d-22c7-4a22-a47d-8c48425ef4a7
89,Micropterus salmoides,2024,3,29.542615,-81.837179,United States of America,HUMAN_OBSERVATION,50c9509d-22c7-4a22-a47d-8c48425ef4a7
90,Micropterus salmoides,2024,3,26.216464,-81.53134,United States of America,HUMAN_OBSERVATION,50c9509d-22c7-4a22-a47d-8c48425ef4a7
91,Micropterus salmoides,2024,3,26.291785,-81.409827,United States of America,HUMAN_OBSERVATION,50c9509d-22c7-4a22-a47d-8c48425ef4a7
92,Micropterus salmoides,2024,3,26.389121,-81.564725,United States of America,HUMAN_OBSERVATION,50c9509d-22c7-4a22-a47d-8c48425ef4a7
93,Micropterus salmoides,2024,3,29.642655,-82.353399,United States of America,HUMAN_OBSERVATION,50c9509d-22c7-4a22-a47d-8c48425ef4a7
94,Micropterus salmoides,2024,3,29.641512,-82.346074,United States of America,HUMAN_OBSERVATION,50c9509d-22c7-4a22-a47d-8c48425ef4a7
95,Micropterus salmoides,2024,3,29.653689,-82.333681,United States of America,HUMAN_OBSERVATION,50c9509d-22c7-4a22-a47d-8c48425ef4a7
96,Micropterus salmoides,2024,3,29.64172,-82.345782,United States of America,HUMAN_OBSERVATION,50c9509d-22c7-4a22-a47d-8c48425ef4a7
97,Micropterus salmoides,2024,3,26.230142,-80.297997,United States of America,HUMAN_OBSERVATION,50c9509d-22c7-4a22-a47d-8c48425ef4a7
98,Micropterus salmoides,2024,3,25.382023,-80.608988,United States of America,HUMAN_OBSERVATION,50c9509d-22c7-4a22-a47d-8c48425ef4a7
99,Micropterus salmoides,2024,3,26.245159,-80.353837,United States of America,HUMAN_OBSERVATION,50c9509d-22c7-4a22-a47d-8c48425ef4a7
100,Micropterus salmoides,2024,3,28.561468,-81.158501,United States of America,HUMAN_OBSERVATION,50c9509d-22c7-4a22-a47d-8c48425ef4a7
101,Micropterus salmoides,2024,3,27.494644,-81.445653,United States of America,HUMAN_OBSERVATION,50c9509d-22c7-4a22-a47d-8c48425ef4a7
102,Micropterus salmoides,2024,3,27.268318,-80.451171,United States of America,HUMAN_OBSERVATION,50c9509d-22c7-4a22-a47d-8c48425ef4a7
103,Micropterus salmoides,2024,3,28.574962,-80.990351,United States of America,HUMAN_OBSERVATION,50c9509d-22c7-4a22-a47d-8c48425ef4a7
104,Micropterus salmoides,2024,3,25.695916,-80.36182,United States of America,HUMAN_OBSERVATION,50c9509d-22c7-4a22-a47d-8c48425ef4a7
105,Micropterus salmoides,2024,3,30.322437,-97.723198,United States of America,PRESERVED_SPECIMEN,6080b6cc-1c24-41ff-ad7f-0ebe7b56f311
106,Micropterus salmoides,2024,3,28.600292,-81.191186,United States of America,HUMAN_OBSERVATION,50c9509d-22c7-4a22-a47d-8c48425ef4a7
107,Micropterus salmoides,2024,3,29.679109,-82.428856,United States of America,HUMAN_OBSERVATION,50c9509d-22c7-4a22-a47d-8c48425ef4a7
108,Micropterus salmoides,2024,3,39.33,-0.63,Spain,HUMAN_OBSERVATION,95e635d4-f762-11e1-a439-00145eb45e9a
109,Micropterus salmoides,2024,3,26.500746,-108.584013,Mexico,HUMAN_OBSERVATION,63c671b3-7a2c-4c1e-bad9-ff12f0697a67
110,Micropterus salmoides,2024,3,26.503877,-108.584001,Mexico,HUMAN_OBSERVATION,63c671b3-7a2c-4c1e-bad9-ff12f0697a67
111,Micropterus salmoides,2024,3,26.482216,-108.588466,Mexico,HUMAN_OBSERVATION,63c671b3-7a2c-4c1e-bad9-ff12f0697a67
112,Micropterus salmoides,2024,4,25.758193,-80.373404,United States of America,HUMAN_OBSERVATION,50c9509d-22c7-4a22-a47d-8c48425ef4a7
113,Micropterus salmoides,2024,4,33.733626,-78.935726,United States of America,HUMAN_OBSERVATION,50c9509d-22c7-4a22-a47d-8c48425ef4a7
114,Micropterus salmoides,2024,4,26.58055,-80.127457,United States of America,HUMAN_OBSERVATION,50c9509d-22c7-4a22-a47d-8c48425ef4a7
115,Micropterus salmoides,2024,4,33.553953,-81.805665,United States of America,HUMAN_OBSERVATION,50c9509d-22c7-4a22-a47d-8c48425ef4a7
116,Micropterus salmoides,2024,4,28.464773,-81.099085,United States of America,HUMAN_OBSERVATION,50c9509d-22c7-4a22-a47d-8c48425ef4a7
117,Micropterus salmoides,2024,4,28.649933,-81.277406,United States of America,HUMAN_OBSERVATION,50c9509d-22c7-4a22-a47d-8c48425ef4a7
118,Micropterus salmoides,2024,4,28.500533,-81.342925,United States of America,HUMAN_OBSERVATION,50c9509d-22c7-4a22-a47d-8c48425ef4a7
119,Micropterus salmoides,2024,4,25.431179,-80.754813,United States of America,HUMAN_OBSERVATION,50c9509d-22c7-4a22-a47d-8c48425ef4a7
120,Micropterus salmoides,2024,4,25.23744,-80.684912,United States of America,HUMAN_OBSERVATION,50c9509d-22c7-4a22-a47d-8c48425ef4a7
121,Micropterus salmoides,2024,4,27.340246,-81.39825,United States of America,HUMAN_OBSERVATION,50c9509d-22c7-4a22-a47d-8c48425ef4a7
122,Micropterus salmoides,2024,4,25.382072,-80.608765,United States of America,HUMAN_OBSERVATION,50c9509d-22c7-4a22-a47d-8c48425ef4a7
123,Micropterus salmoides,2024,4,35.917012,-78.3526,United States of America,HUMAN_OBSERVATION,50c9509d-22c7-4a22-a47d-8c48425ef4a7
124,Micropterus salmoides,2024,4,26.059906,-80.166603,United States of America,HUMAN_OBSERVATION,50c9509d-22c7-4a22-a47d-8c48425ef4a7
125,Micropterus salmoides,2024,4,26.060217,-80.167922,United States of America,HUMAN_OBSERVATION,50c9509d-22c7-4a22-a47d-8c48425ef4a7
126,Micropterus salmoides,2024,4,25.758525,-80.373512,United States of America,HUMAN_OBSERVATION,50c9509d-22c7-4a22-a47d-8c48425ef4a7
127,Micropterus salmoides,2024,4,25.758392,-80.373353,United States of America,HUMAN_OBSERVATION,50c9509d-22c7-4a22-a47d-8c48425ef4a7
128,Micropterus salmoides,2024,4,27.843366,-82.776656,United States of America,HUMAN_OBSERVATION,50c9509d-22c7-4a22-a47d-8c48425ef4a7
129,Micropterus salmoides,2024,4,27.843366,-82.776656,United States of America,HUMAN_OBSERVATION,50c9509d-22c7-4a22-a47d-8c48425ef4a7
130,Micropterus salmoides,2024,4,26.943911,-80.822098,United States of America,HUMAN_OBSERVATION,50c9509d-22c7-4a22-a47d-8c48425ef4a7
131,Micropterus salmoides,2024,4,25.760939,-80.766323,United States of America,HUMAN_OBSERVATION,50c9509d-22c7-4a22-a47d-8c48425ef4a7
132,Micropterus salmoides,2024,4,27.860075,-82.655905,United States of America,HUMAN_OBSERVATION,50c9509d-22c7-4a22-a47d-8c48425ef4a7
133,Micropterus salmoides,2024,4,32.813882,-80.134115,United States of America,HUMAN_OBSERVATION,50c9509d-22c7-4a22-a47d-8c48425ef4a7
134,Micropterus salmoides,2024,4,26.49297,-80.216592,United States of America,HUMAN_OBSERVATION,50c9509d-22c7-4a22-a47d-8c48425ef4a7
135,Micropterus salmoides,2024,4,33.52052,-81.847735,United States of America,HUMAN_OBSERVATION,50c9509d-22c7-4a22-a47d-8c48425ef4a7
136,Micropterus salmoides,2024,4,26.33895,-81.434922,United States of America,HUMAN_OBSERVATION,50c9509d-22c7-4a22-a47d-8c48425ef4a7
137,Micropterus salmoides,2024,4,26.338317,-81.437125,United States of America,HUMAN_OBSERVATION,50c9509d-22c7-4a22-a47d-8c48425ef4a7
138,Micropterus salmoides,2024,4,26.339458,-81.43512,United States of America,HUMAN_OBSERVATION,50c9509d-22c7-4a22-a47d-8c48425ef4a7
139,Micropterus salmoides,2024,4,26.339555,-81.435228,United States of America,HUMAN_OBSERVATION,50c9509d-22c7-4a22-a47d-8c48425ef4a7
140,Micropterus salmoides,2024,4,26.3371,-81.435447,United States of America,HUMAN_OBSERVATION,50c9509d-22c7-4a22-a47d-8c48425ef4a7
141,Micropterus salmoides,2024,4,26.339122,-81.435372,United States of America,HUMAN_OBSERVATION,50c9509d-22c7-4a22-a47d-8c48425ef4a7
142,Micropterus salmoides,2024,4,27.9128,-82.772408,United States of America,HUMAN_OBSERVATION,50c9509d-22c7-4a22-a47d-8c48425ef4a7
143,Micropterus salmoides,2024,4,25.857985,-80.347163,United States of America,HUMAN_OBSERVATION,50c9509d-22c7-4a22-a47d-8c48425ef4a7
144,Micropterus salmoides,2024,4,27.874882,-82.173928,United States of America,HUMAN_OBSERVATION,50c9509d-22c7-4a22-a47d-8c48425ef4a7
145,Micropterus salmoides,2024,4,29.084996,-82.423812,United States of America,HUMAN_OBSERVATION,50c9509d-22c7-4a22-a47d-8c48425ef4a7
146,Micropterus salmoides,2024,4,25.38247,-80.609695,United States of America,HUMAN_OBSERVATION,50c9509d-22c7-4a22-a47d-8c48425ef4a7
147,Micropterus salmoides,2024,4,28.54181,-81.199673,United States of America,HUMAN_OBSERVATION,50c9509d-22c7-4a22-a47d-8c48425ef4a7
148,Micropterus salmoides,2024,4,26.809097,-80.16938,United States of America,HUMAN_OBSERVATION,50c9509d-22c7-4a22-a47d-8c48425ef4a7
149,Micropterus salmoides,2024,4,26.498725,-80.222213,United States of America,HUMAN_OBSERVATION,50c9509d-22c7-4a22-a47d-8c48425ef4a7
150,Micropterus salmoides,2024,4,31.180203,-81.401262,United States of America,HUMAN_OBSERVATION,50c9509d-22c7-4a22-a47d-8c48425ef4a7
151,Micropterus salmoides,2024,4,26.301828,-80.145805,United States of America,HUMAN_OBSERVATION,50c9509d-22c7-4a22-a47d-8c48425ef4a7
152,Micropterus salmoides,2024,4,30.107849,-81.567667,United States of America,HUMAN_OBSERVATION,50c9509d-22c7-4a22-a47d-8c48425ef4a7
153,Micropterus salmoides,2024,4,36.071427,-78.866386,United States of America,HUMAN_OBSERVATION,50c9509d-22c7-4a22-a47d-8c48425ef4a7
154,Micropterus salmoides,2024,4,26.221777,-80.365574,United States of America,HUMAN_OBSERVATION,50c9509d-22c7-4a22-a47d-8c48425ef4a7
155,Micropterus salmoides,2024,4,28.903528,-82.274567,United States of America,HUMAN_OBSERVATION,50c9509d-22c7-4a22-a47d-8c48425ef4a7
156,Micropterus salmoides,2024,4,25.880568,-81.304926,United States of America,HUMAN_OBSERVATION,50c9509d-22c7-4a22-a47d-8c48425ef4a7
157,Micropterus salmoides,2024,4,26.494636,-80.214808,United States of America,HUMAN_OBSERVATION,50c9509d-22c7-4a22-a47d-8c48425ef4a7
158,Micropterus salmoides,2024,4,25.754384,-80.3355,United States of America,HUMAN_OBSERVATION,50c9509d-22c7-4a22-a47d-8c48425ef4a7
159,Micropterus salmoides,2024,4,25.382175,-80.6091,United States of America,HUMAN_OBSERVATION,50c9509d-22c7-4a22-a47d-8c48425ef4a7
160,Micropterus salmoides,2024,4,25.750043,-80.964297,United States of America,HUMAN_OBSERVATION,50c9509d-22c7-4a22-a47d-8c48425ef4a7
161,Micropterus salmoides,2024,4,26.338608,-81.430533,United States of America,HUMAN_OBSERVATION,50c9509d-22c7-4a22-a47d-8c48425ef4a7
162,Micropterus salmoides,2024,5,30.321003,-95.008094,United States of America,PRESERVED_SPECIMEN,6080b6cc-1c24-41ff-ad7f-0ebe7b56f311
163,Micropterus salmoides,2024,5,30.567102,-95.191389,United States of America,PRESERVED_SPECIMEN,6080b6cc-1c24-41ff-ad7f-0ebe7b56f311
164,Micropterus salmoides,2024,5,28.075039,-82.376225,United States of America,HUMAN_OBSERVATION,50c9509d-22c7-4a22-a47d-8c48425ef4a7
165,Micropterus salmoides,2024,5,28.112249,-82.569765,United States of America,HUMAN_OBSERVATION,50c9509d-22c7-4a22-a47d-8c48425ef4a7
166,Micropterus salmoides,2024,5,28.112718,-82.569913,United States of America,HUMAN_OBSERVATION,50c9509d-22c7-4a22-a47d-8c48425ef4a7
167,Micropterus salmoides,2024,5,26.667759,-80.068439,United States of America,HUMAN_OBSERVATION,50c9509d-22c7-4a22-a47d-8c48425ef4a7
168,Micropterus salmoides,2024,5,28.287385,-81.407372,United States of America,HUMAN_OBSERVATION,50c9509d-22c7-4a22-a47d-8c48425ef4a7
169,Micropterus salmoides,2024,5,27.768947,-82.246924,United States of America,HUMAN_OBSERVATION,50c9509d-22c7-4a22-a47d-8c48425ef4a7
170,Micropterus salmoides,2024,5,27.978111,-80.562057,United States of America,HUMAN_OBSERVATION,50c9509d-22c7-4a22-a47d-8c48425ef4a7
171,Micropterus salmoides,2024,5,27.975247,-80.562878,United States of America,HUMAN_OBSERVATION,50c9509d-22c7-4a22-a47d-8c48425ef4a7
172,Micropterus salmoides,2024,5,29.651881,-81.997672,United States of America,HUMAN_OBSERVATION,50c9509d-22c7-4a22-a47d-8c48425ef4a7
173,Micropterus salmoides,2024,5,29.643376,-82.362705,United States of America,HUMAN_OBSERVATION,50c9509d-22c7-4a22-a47d-8c48425ef4a7
174,Micropterus salmoides,2024,5,25.562675,-80.340932,United States of America,HUMAN_OBSERVATION,50c9509d-22c7-4a22-a47d-8c48425ef4a7
175,Micropterus salmoides,2024,5,25.907056,-80.514233,United States of America,HUMAN_OBSERVATION,50c9509d-22c7-4a22-a47d-8c48425ef4a7
176,Micropterus salmoides,2024,5,26.933175,-80.175583,United States of America,HUMAN_OBSERVATION,50c9509d-22c7-4a22-a47d-8c48425ef4a7
177,Micropterus salmoides,2024,5,27.216738,-80.946045,United States of America,HUMAN_OBSERVATION,50c9509d-22c7-4a22-a47d-8c48425ef4a7
178,Micropterus salmoides,2024,5,28.583631,-80.98782,United States of America,HUMAN_OBSERVATION,50c9509d-22c7-4a22-a47d-8c48425ef4a7
179,Micropterus salmoides,2024,5,28.583477,-80.987963,United States of America,HUMAN_OBSERVATION,50c9509d-22c7-4a22-a47d-8c48425ef4a7
180,Micropterus salmoides,2024,5,25.76108,-80.766512,United States of America,HUMAN_OBSERVATION,50c9509d-22c7-4a22-a47d-8c48425ef4a7
181,Micropterus salmoides,2024,5,25.760975,-80.766237,United States of America,HUMAN_OBSERVATION,50c9509d-22c7-4a22-a47d-8c48425ef4a7
182,Micropterus salmoides,2024,5,28.582364,-80.989604,United States of America,HUMAN_OBSERVATION,50c9509d-22c7-4a22-a47d-8c48425ef4a7
183,Micropterus salmoides,2024,5,28.583625,-80.987802,United States of America,HUMAN_OBSERVATION,50c9509d-22c7-4a22-a47d-8c48425ef4a7
184,Micropterus salmoides,2024,5,29.827584,-82.681201,United States of America,HUMAN_OBSERVATION,50c9509d-22c7-4a22-a47d-8c48425ef4a7
